time,200
2018-06-03 04:11:44,0
2018-06-03 04:12:44,0
2018-06-03 04:13:44,0
2018-06-03 04:14:44,0
2018-06-03 04:15:44,0
2018-06-03 04:16:44,0
2018-06-03 04:17:44,0
2018-06-03 04:18:44,0
2018-06-03 04:19:44,0
2018-06-03 04:20:44,0
2018-06-03 04:21:44,0
2018-06-03 04:22:44,0
2018-06-03 04:23:44,0
2018-06-03 04:24:44,0
2018-06-03 04:25:44,0
2018-06-03 04:26:44,0
2018-06-03 04:27:44,0
2018-06-03 04:28:44,0
2018-06-03 04:29:44,0
2018-06-03 04:30:44,0
2018-06-03 04:31:44,0
2018-06-03 04:32:44,0
2018-06-03 04:33:44,0
2018-06-03 04:34:44,0
2018-06-03 04:35:44,0
2018-06-03 04:36:44,0
2018-06-03 04:37:44,0
2018-06-03 04:38:44,0
2018-06-03 04:39:44,0
2018-06-03 04:40:44,0
2018-06-03 04:41:44,0
2018-06-03 04:42:44,0
2018-06-03 04:43:44,0
2018-06-03 04:44:44,0
2018-06-03 04:45:44,0
2018-06-03 04:46:44,0
2018-06-03 04:47:44,0
2018-06-03 04:48:44,0
2018-06-03 04:49:44,0
2018-06-03 04:50:44,0
2018-06-03 04:51:44,0
2018-06-03 04:52:44,0
2018-06-03 04:53:44,0
2018-06-03 04:54:44,0
2018-06-03 04:55:44,0
2018-06-03 04:56:44,0
2018-06-03 04:57:44,0
2018-06-03 04:58:44,0
2018-06-03 04:59:44,0
2018-06-03 05:00:44,0
2018-06-03 05:01:44,0
2018-06-03 05:02:44,0
2018-06-03 05:03:44,0
2018-06-03 05:04:44,0
2018-06-03 05:05:44,0
2018-06-03 05:06:44,0
2018-06-03 05:07:44,0
2018-06-03 05:08:44,0
2018-06-03 05:09:44,0
2018-06-03 05:10:44,0
2018-06-03 05:11:44,0
2018-06-03 05:12:44,0
2018-06-03 05:13:44,0
2018-06-03 05:14:44,0
2018-06-03 05:15:44,0
2018-06-03 05:16:44,0
2018-06-03 05:17:44,0
