time,200,400,499
2018-06-12 05:21:14,0,0,0
2018-06-12 05:16:14,0,0,0
2018-06-12 05:11:14,0,0,0
2018-06-12 05:06:14,0,0,0
2018-06-12 05:01:14,0,0,0
2018-06-12 04:56:14,0,0,0
2018-06-12 04:51:14,0,0,0
2018-06-12 04:46:14,0,0,0
2018-06-12 04:41:14,0,0,0
2018-06-12 04:36:14,0,0,0
2018-06-12 04:31:14,0,0,0
2018-06-12 04:26:14,0,0,0
2018-06-12 04:21:14,0,0,0
2018-06-12 04:16:14,0,0,0
2018-06-12 04:11:14,0,0,0
2018-06-12 04:06:14,0,0,0
2018-06-12 04:01:14,0,0,0
2018-06-12 03:56:14,0,0,0
2018-06-12 03:51:14,0,0,0
2018-06-12 03:46:14,0,0,0
2018-06-12 03:41:14,0,0,0
2018-06-12 03:36:14,0,0,0
2018-06-12 03:31:14,0,0,0
2018-06-12 03:26:14,0,0,0
2018-06-12 03:21:14,0,0,0
2018-06-12 03:16:14,0,0,0
2018-06-12 03:11:14,0,0,0
2018-06-12 03:06:14,0,0,0
2018-06-12 03:01:14,0,0,0
2018-06-12 02:56:14,0,0,0
2018-06-12 02:51:14,0,0,0
2018-06-12 02:46:14,0,0,0
2018-06-12 02:41:14,0,0,0
2018-06-12 02:36:14,0,0,0
2018-06-12 02:31:14,0,0,0
2018-06-12 02:26:14,0,0,0
2018-06-12 02:21:14,0,0,0
2018-06-12 02:16:14,0,0,0
2018-06-12 02:11:14,0,0,0
2018-06-12 02:06:14,0,0,0
2018-06-12 02:01:14,0,0,0
2018-06-12 01:56:14,0,0,0
2018-06-12 01:51:14,0,0,0
2018-06-12 01:46:14,0,0,0
2018-06-12 01:41:14,0,0,0
2018-06-12 01:36:14,0,0,0
2018-06-12 01:31:14,0,0,0
2018-06-12 01:26:14,0,0,0
2018-06-12 01:21:14,0,0,0
2018-06-12 01:16:14,0,0,0
2018-06-12 01:11:14,0,0,0
2018-06-12 01:06:14,0,0,0
2018-06-12 01:01:14,0,0,0.0033333333333333335
2018-06-12 00:56:14,0,0,0.0033333333333333335
2018-06-12 00:51:14,0,0,0.0033333333333333335
2018-06-12 00:46:14,0,0,0.0033333333333333335
2018-06-12 00:41:14,0,0,0
2018-06-12 00:36:14,0,0,0
2018-06-12 00:31:14,0.7666666666666667,0,0
2018-06-12 00:26:14,0.7433333333333333,0,0
2018-06-12 00:21:14,0.7566666666666667,0,0
2018-06-12 00:16:14,0.72,0,0
2018-06-12 00:11:14,0.7666666666666667,0,0
2018-06-12 00:06:14,0.7433333333333333,0,0
2018-06-12 00:01:14,0.7333333333333333,0,0
2018-06-11 23:56:14,0.7633333333333333,0,0
2018-06-11 23:51:14,0.7666666666666667,0,0
2018-06-11 23:46:14,0.7433333333333333,0,0
2018-06-11 23:41:14,0.7566666666666667,0,0
2018-06-11 23:36:14,0.77,0,0
2018-06-11 23:31:14,0.7,0,0
2018-06-11 23:26:14,0.72,0,0
2018-06-11 23:21:14,0.8,0,0
2018-06-11 23:16:14,0.7766666666666666,0,0
2018-06-11 23:11:14,0.7533333333333333,0,0
2018-06-11 23:06:14,0.6433333333333333,0,0
2018-06-11 23:01:14,0.5333333333333333,0,0
2018-06-11 22:56:14,0.56,0,0
2018-06-11 22:51:14,0.56,0,0
2018-06-11 22:46:14,0.5566666666666666,0,0
2018-06-11 22:41:14,0.7533333333333333,0,0
2018-06-11 22:36:14,0.7366666666666667,0,0
2018-06-11 22:31:14,0.7666666666666667,0,0
2018-06-11 22:26:14,0.7766666666666666,0,0
2018-06-11 22:21:14,0.76,0,0
2018-06-11 22:16:14,0.7633333333333333,0,0
2018-06-11 22:11:14,0.7533333333333333,0,0
2018-06-11 22:06:14,0.7366666666666667,0,0
2018-06-11 22:01:14,0.7466666666666667,0,0
2018-06-11 21:56:14,0.5666666666666667,0,0
2018-06-11 21:51:14,0.5733333333333334,0,0
2018-06-11 21:46:14,0.5433333333333333,0,0
2018-06-11 21:41:14,0.4666666666666667,0,0
2018-06-11 21:36:14,0.37666666666666665,0,0
2018-06-11 21:31:14,0.37,0,0
2018-06-11 21:26:14,0.37333333333333335,0,0
2018-06-11 21:21:14,0.4066666666666667,0,0
2018-06-11 21:16:14,0.6,0,0
2018-06-11 21:11:14,0.72,0,0
2018-06-11 21:06:14,0.7366666666666667,0,0
2018-06-11 21:01:14,0.7466666666666667,0,0
2018-06-11 20:56:14,0.6966666666666667,0,0
