time,Median,98th percentile (slowest 2%)
2018-06-11 06:41:14,200.24888888888887,3628.072960000001
2018-06-11 06:46:14,154.20235294117646,2039.0770215384614
2018-06-11 06:51:14,123.97226666666667,1947.5551573333332
2018-06-11 06:56:14,116.95655384615384,1918.8940799999993
2018-06-11 07:01:14,170.86171428571427,1946.650503529412
2018-06-11 07:06:14,207.67251948051947,1906.5018181818184
2018-06-11 07:11:14,170.11472340425533,1922.3893333333333
2018-06-11 07:16:14,180.8308148148148,1950.3513600000003
2018-06-11 07:21:14,126.91098412698412,1890.9320533333332
2018-06-11 07:26:14,178.343868852459,1864.5587781818183
2018-06-11 07:31:14,157.5984761904762,1900.7823127272725
2018-06-11 07:36:14,121.46758620689654,1889.5339519999993
2018-06-11 07:41:14,140.17422222222223,1927.7666461538465
2018-06-11 07:46:14,190.42535849056603,1974.1190826666664
2018-06-11 07:51:14,201.35698550724638,1864.135111111111
2018-06-11 07:56:14,210.36246913580248,1925.8845866666672
2018-06-11 08:01:14,199.45739130434782,1935.8326153846153
2018-06-11 08:06:14,130.4651851851852,1847.8239288888888
2018-06-11 08:11:14,124.39703703703702,1927.6322133333335
2018-06-11 08:16:14,128.64474074074073,1915.3988266666668
2018-06-11 08:21:14,127.980679245283,1920.6417066666668
2018-06-11 08:26:14,148.78443243243242,1910.3148218181823
2018-06-11 08:31:14,185.88392727272725,1925.8845866666672
2018-06-11 08:36:14,174.392406779661,1805.8808888888889
2018-06-11 08:41:14,175.9762962962963,1930.8778057142856
2018-06-11 08:46:14,161.18313513513513,1935.099345454545
2018-06-11 08:51:14,134.9270588235294,1935.8326153846153
2018-06-11 08:56:14,187.72176271186441,1986.0029439999996
2018-06-11 09:01:14,147.01318918918918,1937.4458092307689
2018-06-11 09:06:14,174.76266666666666,1951.964553846154
2018-06-11 09:11:14,192.44698412698412,1881.1453439999996
2018-06-11 09:16:14,210.14260869565214,1949.0406399999995
2018-06-11 09:21:14,209.12611235955055,1916.4742892307695
2018-06-11 09:26:14,145.63555555555556,1950.3513600000003
2018-06-11 09:31:14,202.06933333333333,1915.3988266666668
2018-06-11 09:36:14,127.0478596491228,1936.8696685714283
2018-06-11 09:41:14,117.24799999999999,1934.2194215384616
2018-06-11 09:46:14,117.64249180327869,1951.8493257142857
2018-06-11 09:51:14,178.61772549019605,1955.9437653333337
2018-06-11 09:56:14,119.9542857142857,1947.1249723076921
2018-06-11 10:01:14,121.40275409836066,1941.3635657142856
2018-06-11 10:06:14,151.85170731707316,1939.1665493333328
2018-06-11 10:11:14,119.15636363636365,1932.0012800000002
2018-06-11 10:16:14,202.7246933333333,1948.9532586666662
2018-06-11 10:21:14,139.69515789473684,1963.1672888888888
2018-06-11 10:26:14,180.49259016393444,1872.1847854545454
2018-06-11 10:31:14,138.15697297297297,1904.9130666666665
2018-06-11 10:36:14,115.98831746031746,1940.672196923077
2018-06-11 10:41:14,118.50345205479451,1942.48704
2018-06-11 10:46:14,115.72496202531646,1927.9817386666664
2018-06-11 10:51:14,113.62410389610389,1927.8818742857138
2018-06-11 10:56:14,121.84157746478873,1937.2441600000002
2018-06-11 11:01:14,177.33270588235294,1918.8940799999993
2018-06-11 11:06:14,182.64131147540982,1987.4548184615387
2018-06-11 11:11:14,122.2686567164179,1875.9977890909097
2018-06-11 11:16:14,122.52382608695652,1868.371781818181
2018-06-11 11:21:14,119.83725714285714,1875.9977890909097
2018-06-11 11:26:14,180.7889655172414,2628.43050666667
2018-06-11 11:31:14,182.5645714285714,2076.1804799999986
2018-06-11 11:36:14,180.47606153846152,1949.186275555555
2018-06-11 11:41:14,168.52114285714285,1948.0211911111107
2018-06-11 11:46:14,132.75241025641023,1941.1763200000003
2018-06-11 11:51:14,167.48088888888887,1837.6294399999992
2018-06-11 11:56:14,124.5184,1921.8900114285711
2018-06-11 12:01:14,158.50567441860463,1926.153452307692
2018-06-11 12:06:14,170.16364912280702,1918.195029333333
2018-06-11 12:11:14,114.90645333333333,1899.670186666666
2018-06-11 12:16:14,127.29107692307693,1925.8845866666672
2018-06-11 12:21:14,209.71519999999998,1901.4178133333337
2018-06-11 12:26:14,143.81511111111112,1904.5953163636366
2018-06-11 12:31:14,113.56580821917808,1893.1563054545454
2018-06-11 12:36:14,118.46892307692308,1896.9693090909097
2018-06-11 12:41:14,131.072,1922.9270646153848
2018-06-11 12:46:14,189.3262222222222,1919.7006769230766
2018-06-11 12:51:14,170.11472340425533,1883.2424959999994
2018-06-11 12:56:14,178.03946666666664,1862.652276363637
2018-06-11 13:01:14,142.8348717948718,1939.1665493333328
2018-06-11 13:06:14,114.01468493150685,1935.3717028571432
2018-06-11 13:11:14,115.28019277108434,1908.4083200000002
2018-06-11 13:16:14,126.97599999999997,1896.9693090909097
2018-06-11 13:21:14,118.784,1898.875810909091
2018-06-11 13:26:14,113.97565217391303,1918.8940799999993
2018-06-11 13:31:14,114.91243835616439,1943.3608533333331
2018-06-11 13:36:14,182.5645714285714,1895.0628072727268
2018-06-11 13:41:14,177.88342857142857,1940.564650666667
2018-06-11 13:46:14,188.69848275862066,1934.2194215384616
2018-06-11 13:51:14,172.6621538461538,1918.0874830769233
2018-06-11 13:56:14,139.9282162162162,1906.6606933333326
2018-06-11 14:01:14,163.14280851063828,1914.861095384615
2018-06-11 14:06:14,119.29599999999999,1913.6512000000002
2018-06-11 14:11:14,117.7061052631579,2014.431004444444
2018-06-11 14:16:14,132.84324324324322,1951.66208
2018-06-11 14:21:14,172.53355102040817,2004.5277866666663
2018-06-11 14:26:14,173.61291228070175,2009.5650635294114
2018-06-11 14:31:14,122.44884210526317,1948.853394285714
2018-06-11 14:36:14,158.66610526315787,1904.2140159999997
2018-06-11 14:41:14,118.58895238095238,1902.6888145454539
2018-06-11 14:46:14,109.22666666666666,1929.37984
2018-06-11 14:51:14,140.90239999999997,1951.5849788235294
2018-06-11 14:56:14,207.03418181818182,1894.427306666667
2018-06-11 15:01:14,114.12303448275863,1916.7969280000002
2018-06-11 15:06:14,116.84378947368421,1889.1844266666672
2018-06-11 15:11:14,114.12303448275863,1903.9144228571429
2018-06-11 15:16:14,148.3183157894737,1398.1013333333333
2018-06-11 15:21:14,184.60845070422536,2007.5464145454544
2018-06-11 15:26:14,119.26027906976744,1973.9443200000003
2018-06-11 15:31:14,119.65284848484848,1954.2835199999995
2018-06-11 15:36:14,118.35605970149253,2684.3545600000025
2018-06-11 15:41:14,114.46954666666667,1940.564650666667
2018-06-11 15:46:14,113.35956756756757,2010.2699885714287
2018-06-11 15:51:14,116.82504347826087,1922.9270646153848
2018-06-11 15:56:14,111.95733333333332,1932.6062276923071
2018-06-11 16:01:14,117.86698507462687,1910.1559466666665
2018-06-11 16:06:14,120.832,1908.4083200000002
2018-06-11 16:11:14,115.72496202531646,1815.201564444444
2018-06-11 16:16:14,111.33224096385541,1923.3879771428576
2018-06-11 16:21:14,114.91876056338027,1924.5402584615383
2018-06-11 16:26:14,124.01427692307692,1894.427306666667
2018-06-11 16:31:14,125.78683870967741,1926.3839085714283
2018-06-11 16:36:14,166.46143999999998,1903.16544
2018-06-11 16:41:14,122.74996825396825,1887.4367999999997
2018-06-11 16:46:14,116.09234285714284,1946.157056
2018-06-11 16:51:14,121.1895873015873,1893.1563054545454
2018-06-11 16:56:14,114.94006153846153,1910.3148218181823
2018-06-11 17:01:14,116.76484507042254,1951.66208
2018-06-11 17:06:14,116.21717333333332,2066.6479709090913
2018-06-11 17:11:14,112.34742857142857,1840.8334222222218
2018-06-11 17:16:14,112.66805479452054,1876.9510400000006
2018-06-11 17:21:14,118.35605970149253,1995.7896533333335
2018-06-11 17:26:14,129.9017142857143,1992.2943999999995
2018-06-11 17:31:14,117.9648,1941.3635657142856
2018-06-11 17:36:14,117.9648,1929.3798399999998
2018-06-11 17:41:14,111.57711392405062,1930.8778057142856
2018-06-11 17:46:14,115.14311111111111,1889.343301818181
2018-06-11 17:51:14,114.47522077922078,1896.1749333333335
2018-06-11 17:56:14,109.50318987341772,1938.3676342857136
2018-06-11 18:01:14,121.1895873015873,1910.1559466666665
2018-06-11 18:06:14,119.02494117647058,1930.8778057142856
2018-06-11 18:11:14,120.8014328358209,1833.8429155555548
2018-06-11 18:16:14,116.95655384615384,2094.156068571428
2018-06-11 18:21:14,120.72421052631579,1971.3228799999997
2018-06-11 18:26:14,183.5008,1935.3717028571432
2018-06-11 18:31:14,197.50575342465754,1940.564650666667
2018-06-11 18:36:14,152.4424347826087,1885.6891733333332
2018-06-11 18:41:14,126.97599999999997,1896.9693090909097
2018-06-11 18:46:14,117.02857142857142,1779.9577599999998
2018-06-11 18:51:14,124.01427692307692,1954.0522164705885
2018-06-11 18:56:14,122.57659259259259,1900.0197120000005
2018-06-11 19:01:14,123.40289361702128,1903.7479822222226
2018-06-11 19:06:14,118.20752592592592,1899.2902678260868
2018-06-11 19:11:14,114.58623602484472,1831.1448252631583
2018-06-11 19:16:14,167.62092307692305,2340.4216320000055
2018-06-11 19:21:14,121.8870303030303,1932.995619310345
2018-06-11 19:26:14,122.48990476190475,1878.4490057142857
2018-06-11 19:31:14,117.63476258992806,1853.220109473685
2018-06-11 19:36:14,114.57654421768707,1789.5697066666662
2018-06-11 19:41:14,117.26262857142856,1853.220109473685
2018-06-11 19:46:14,118.15614598540147,1887.4367999999997
2018-06-11 19:51:14,108.6517894736842,1572.864
2018-06-11 19:56:14,120.49335433070866,1884.440868571429
2018-06-11 20:01:14,112.79325170068027,1835.624809411764
2018-06-11 20:06:14,109.03161904761905,1837.3381688888883
2018-06-11 20:11:14,107.08114285714285,1724.9075200000009
2018-06-11 20:16:14,106.77848275862067,1810.1043200000001
2018-06-11 20:21:14,107.7524417177914,1839.0409846153855
2018-06-11 20:26:14,108.85002298850574,1911.6347076923078
2018-06-11 20:31:14,108.51990588235294,1895.5923911111106
2018-06-11 20:36:14,108.25883544303797,1788.5710628571424
2018-06-11 20:41:14,108.46622784810125,1825.8329600000009
2018-06-11 20:46:14,106.07945762711866,1867.5138560000003
2018-06-11 20:51:14,113.38768253968254,2264.9241599999964
2018-06-11 20:56:14,138.6703768115942,1915.3988266666668
2018-06-11 21:01:14,131.072,1732.5701907692296
2018-06-11 21:06:14,134.81691428571426,1942.145113043478
2018-06-11 21:11:14,111.58253594771242,1892.2030545454538
2018-06-11 21:16:14,112.34742857142857,1875.1006117647062
2018-06-11 21:21:14,148.16834782608694,1731.648365714286
2018-06-11 21:26:14,157.2864,1929.3798400000005
2018-06-11 21:31:14,136.38572972972975,1885.5302981818184
2018-06-11 21:36:14,119.98870588235295,1860.1738239999995
2018-06-11 21:41:14,113.8256842105263,1913.651199999999
2018-06-11 21:46:14,109.31619672131147,1907.243235555556
2018-06-11 21:51:14,108.23369696969696,1871.7081600000001
2018-06-11 21:56:14,107.04213333333331,1897.9225600000007
2018-06-11 22:01:14,109.29207185628742,2083.753528888889
2018-06-11 22:06:14,108.58035502958579,1946.8561066666668
2018-06-11 22:11:14,128.83145299145298,1818.3541458823522
2018-06-11 22:16:14,209.36095135135136,1905.0528767999995
2018-06-11 22:21:14,187.6712727272727,1889.2604104347822
2018-06-11 22:26:14,190.90921739130434,1853.8823680000007
2018-06-11 22:31:14,187.0296615384615,1842.1824673684207
2018-06-11 22:36:14,160.2782608695652,1886.4835490909095
2018-06-11 22:41:14,164.50873469387756,1871.4584990476185
2018-06-11 22:46:14,153.28759322033898,1824.5222399999993
2018-06-11 22:51:14,152.576,1912.823376842105
2018-06-11 22:56:14,171.12177777777777,1911.719612631578
2018-06-11 23:01:14,123.79022222222221,1887.4368000000006
2018-06-11 23:06:14,110.94308571428571,1938.2099536842109
2018-06-11 23:11:14,132.08024615384613,1922.3893333333333
2018-06-11 23:16:14,106.58408602150537,1973.352381935484
2018-06-11 23:21:14,107.54178723404254,1902.7621415384617
2018-06-11 23:26:14,106.496,1892.2030545454538
2018-06-11 23:31:14,109.29579746835442,1920.1523711999998
2018-06-11 23:36:14,114.58229677419354,1910.0215138461544
2018-06-11 23:41:14,117.82536170212765,1848.805052631579
2018-06-11 23:46:14,115.58575342465753,1851.012581052631
2018-06-11 23:51:14,156.00417391304347,1886.5249947826085
2018-06-11 23:56:14,127.55147107438015,1857.028095999999
2018-06-12 00:01:14,129.9017142857143,1896.5548521739129
2018-06-12 00:06:14,168.98007843137256,1822.0550023529406
2018-06-12 00:11:14,159.35595789473683,1912.4413046153838
2018-06-12 00:16:14,188.80609523809522,1772.0934399999994
2018-06-12 00:21:14,154.20235294117646,1965.4974577777775
2018-06-12 00:26:14,131.98222222222222,1874.4544304761898
2018-06-12 00:31:14,161.5230707070707,1775.5886933333336
2018-06-12 00:46:14,201326.592,265751.10143999994
2018-06-12 00:51:14,201326.592,265751.10143999994
2018-06-12 00:56:14,201326.592,265751.10143999994
2018-06-12 01:01:14,201326.592,265751.10143999994
